node_id,edges
1423,"[(1423, 3424), (1423, 6160), (1423, 6394), (1423, 7150)]"
1424,"[(1424, 2355), (1424, 8818), (1424, 9645)]"
1425,"[(1425, 3250), (1425, 5544), (1425, 7301), (1425, 9347)]"
1426,"[(1426, 1680), (1426, 2715), (1426, 3406), (1426, 3836), (1426, 4305), (1426, 6909)]"
1427,"[(1427, 843), (1427, 2456), (1427, 2822), (1427, 9027)]"
1428,"[(1428, 3717), (1428, 7616), (1428, 7693), (1428, 9318), (1428, 9661)]"
1429,"[(1429, 857), (1429, 5382), (1429, 6144), (1429, 6340), (1429, 7014), (1429, 8226), (1429, 9639)]"
1430,"[(1430, 2417), (1430, 3642), (1430, 7741), (1430, 7993), (1430, 8041)]"
1431,"[(1431, 397), (1431, 5926), (1431, 7254), (1431, 9606)]"
1432,"[(1432, 3198), (1432, 5106)]"
1433,"[(1433, 841), (1433, 1899), (1433, 4530), (1433, 5305), (1433, 5669), (1433, 7727), (1433, 9854)]"
1434,"[(1434, 2979)]"
1435,"[(1435, 273), (1435, 589), (1435, 1153), (1435, 1571), (1435, 1792), (1435, 3687), (1435, 5548), (1435, 5745), (1435, 6701), (1435, 8942)]"
1436,"[(1436, 4111), (1436, 4572), (1436, 8415), (1436, 9908)]"
1437,"[(1437, 985), (1437, 1809), (1437, 2424), (1437, 3504), (1437, 3670), (1437, 5316), (1437, 8455), (1437, 8890), (1437, 9240)]"
1438,"[(1438, 416), (1438, 715), (1438, 3879), (1438, 6085), (1438, 6587), (1438, 6645)]"
1439,"[(1439, 124), (1439, 1596), (1439, 2328), (1439, 2403), (1439, 8093)]"
1440,"[(1440, 177), (1440, 2797), (1440, 3743), (1440, 6547), (1440, 9048)]"
1441,"[(1441, 472), (1441, 2432), (1441, 3808), (1441, 3919), (1441, 4334), (1441, 9978)]"
1442,"[(1442, 4993), (1442, 5234), (1442, 7541), (1442, 9316), (1442, 9927)]"
1443,"[(1443, 2893), (1443, 5750), (1443, 7376), (1443, 7753)]"
1444,"[(1444, 739), (1444, 886), (1444, 1855), (1444, 3169), (1444, 3341), (1444, 3735), (1444, 4278), (1444, 6087), (1444, 6882), (1444, 7858)]"
1445,"[(1445, 842), (1445, 3565), (1445, 4349), (1445, 5162), (1445, 8013), (1445, 8218)]"
1446,"[(1446, 1612), (1446, 7575), (1446, 8601)]"
1447,"[(1447, 1), (1447, 2843), (1447, 8504), (1447, 9160), (1447, 9446)]"
1448,"[(1448, 540), (1448, 4292)]"
1449,"[(1449, 1192), (1449, 2676), (1449, 3564), (1449, 5189), (1449, 9441)]"
1450,"[(1450, 1600), (1450, 1710), (1450, 2398), (1450, 2691), (1450, 2867), (1450, 4501), (1450, 5123), (1450, 5640)]"
1451,"[(1451, 4977), (1451, 5896), (1451, 6559), (1451, 8161)]"
1452,"[(1452, 3852), (1452, 6419), (1452, 9967)]"
1453,"[(1453, 3831), (1453, 5928)]"
1454,"[(1454, 1286), (1454, 1498), (1454, 2983), (1454, 5645), (1454, 9244)]"
1455,"[(1455, 63), (1455, 6545), (1455, 9173)]"
1456,"[(1456, 5162), (1456, 6201), (1456, 6916), (1456, 7546)]"
1457,"[(1457, 3746), (1457, 4569), (1457, 5416), (1457, 5927), (1457, 6109), (1457, 8167)]"
1458,"[(1458, 1351), (1458, 4149), (1458, 5024), (1458, 8572)]"
1459,"[(1459, 2683), (1459, 3103), (1459, 5120), (1459, 7412)]"
1460,"[(1460, 5810), (1460, 6272), (1460, 6484), (1460, 6874), (1460, 9439)]"
1461,"[(1461, 129), (1461, 541), (1461, 862), (1461, 6977), (1461, 7763), (1461, 9241), (1461, 9246), (1461, 9673)]"
1462,"[(1462, 2332), (1462, 3443), (1462, 5446), (1462, 7066), (1462, 9730)]"
1463,"[(1463, 932), (1463, 3012), (1463, 3358), (1463, 3822), (1463, 8071), (1463, 9901)]"
1464,"[(1464, 2373), (1464, 3092), (1464, 4235), (1464, 5678), (1464, 6661)]"
1465,"[(1465, 430), (1465, 5647), (1465, 5828), (1465, 8431)]"
1466,"[(1466, 4697), (1466, 4920), (1466, 6013), (1466, 7217), (1466, 9003)]"
1467,"[(1467, 6057), (1467, 6296), (1467, 8507), (1467, 9842)]"
1468,"[(1468, 3999), (1468, 4144)]"
1469,"[(1469, 2061), (1469, 2391), (1469, 5629), (1469, 6524), (1469, 8629)]"
1470,"[(1470, 1672), (1470, 5180), (1470, 5570), (1470, 6464), (1470, 9433)]"
1471,"[(1471, 1125)]"
1472,"[(1472, 846), (1472, 2585), (1472, 7209), (1472, 8630), (1472, 8850)]"
1473,"[(1473, 1073), (1473, 2365), (1473, 5000), (1473, 5495), (1473, 5627), (1473, 8300), (1473, 8625)]"
1474,"[(1474, 48), (1474, 80), (1474, 1555), (1474, 1940), (1474, 5334), (1474, 6028)]"
1475,"[(1475, 2709), (1475, 2724), (1475, 3815), (1475, 4483), (1475, 6559)]"
1476,"[(1476, 657), (1476, 3968), (1476, 6896), (1476, 7400), (1476, 8874)]"
1477,"[(1477, 3037), (1477, 4794), (1477, 4906), (1477, 4945), (1477, 7656)]"
1478,"[(1478, 1588), (1478, 1653), (1478, 3226), (1478, 4513), (1478, 5630), (1478, 7679), (1478, 9901)]"
1479,"[(1479, 3218), (1479, 7351), (1479, 7551), (1479, 7643), (1479, 7903), (1479, 8922)]"
1480,"[(1480, 1833), (1480, 4198), (1480, 7818), (1480, 8113)]"
1481,"[(1481, 557), (1481, 2986), (1481, 4925), (1481, 7390), (1481, 7813), (1481, 8195)]"
1482,"[(1482, 262), (1482, 3774), (1482, 6451), (1482, 6858)]"
1483,"[(1483, 761), (1483, 859), (1483, 3749), (1483, 5541), (1483, 5801), (1483, 6734), (1483, 7892), (1483, 9775)]"
1484,"[(1484, 6149), (1484, 7835)]"
1485,"[(1485, 201), (1485, 8312)]"
1486,"[(1486, 4688), (1486, 4929), (1486, 5042), (1486, 6551), (1486, 7914), (1486, 8180), (1486, 8335)]"
1487,"[(1487, 1712), (1487, 2126), (1487, 3220), (1487, 4477), (1487, 4529), (1487, 5439), (1487, 5490), (1487, 5562), (1487, 9441), (1487, 9519), (1487, 9719)]"
1488,"[(1488, 947), (1488, 2178), (1488, 2263), (1488, 2838), (1488, 2989), (1488, 5216), (1488, 5941), (1488, 6606), (1488, 9215)]"
1489,"[(1489, 1091), (1489, 1204), (1489, 1518), (1489, 1531), (1489, 1588), (1489, 2652)]"
1490,"[(1490, 1757), (1490, 4571), (1490, 7343), (1490, 8872)]"
1491,"[(1491, 6052), (1491, 8497), (1491, 9636)]"
1492,"[(1492, 3405), (1492, 6224), (1492, 6632), (1492, 7003), (1492, 8003), (1492, 8029), (1492, 9325)]"
1493,"[(1493, 666), (1493, 780), (1493, 2694)]"
1494,"[(1494, 1285), (1494, 1682), (1494, 2125), (1494, 3521), (1494, 7152), (1494, 9288), (1494, 9716)]"
1495,"[(1495, 1042), (1495, 3881)]"
1496,"[(1496, 1300), (1496, 4273), (1496, 5994), (1496, 6468), (1496, 7055), (1496, 7508), (1496, 9973)]"
1497,"[(1497, 1127), (1497, 5062), (1497, 5721), (1497, 6289), (1497, 7629), (1497, 9481), (1497, 9769)]"
1498,"[(1498, 340), (1498, 791), (1498, 1454), (1498, 1870), (1498, 2180), (1498, 2373), (1498, 2523), (1498, 2596), (1498, 5118), (1498, 6090), (1498, 8458), (1498, 9827)]"
1499,"[(1499, 466), (1499, 2789), (1499, 3536), (1499, 4970)]"
1500,"[(1500, 2246), (1500, 3500), (1500, 6329), (1500, 6706), (1500, 7312), (1500, 7458)]"
1501,"[(1501, 5030), (1501, 5333), (1501, 6768)]"
1502,"[(1502, 1196), (1502, 1670), (1502, 3186), (1502, 3862), (1502, 9435)]"
1503,"[(1503, 602), (1503, 2803), (1503, 7788)]"
1504,"[(1504, 2518), (1504, 7632), (1504, 9109)]"
1505,"[(1505, 1539), (1505, 3260), (1505, 4108), (1505, 6227), (1505, 8483), (1505, 8686)]"
1506,"[(1506, 393), (1506, 1913), (1506, 3148), (1506, 4432), (1506, 6046), (1506, 9046)]"
1507,"[(1507, 1418), (1507, 1758), (1507, 2846), (1507, 4765), (1507, 4790), (1507, 4818), (1507, 5439), (1507, 9273)]"
1508,"[(1508, 7889), (1508, 8109)]"
1509,"[(1509, 71), (1509, 884), (1509, 1668), (1509, 2101), (1509, 2679), (1509, 3155), (1509, 5697), (1509, 8059), (1509, 9838)]"
1510,"[(1510, 1583), (1510, 2178), (1510, 2984), (1510, 4788), (1510, 4907), (1510, 5306), (1510, 6863), (1510, 8007)]"
1511,"[(1511, 3923), (1511, 5902), (1511, 6378), (1511, 7891), (1511, 8957), (1511, 9473)]"
1512,"[(1512, 1185), (1512, 2223), (1512, 3938), (1512, 5188), (1512, 5732), (1512, 6035)]"
1513,"[(1513, 583), (1513, 2389), (1513, 3339), (1513, 6238), (1513, 9002), (1513, 9878)]"
1514,"[(1514, 155), (1514, 2637), (1514, 3813), (1514, 6849)]"
1515,"[(1515, 211), (1515, 2995), (1515, 7617), (1515, 8942)]"
1516,"[(1516, 3437), (1516, 4844), (1516, 5947)]"
1517,"[(1517, 1302), (1517, 4093), (1517, 7934), (1517, 9698)]"
1518,"[(1518, 1489), (1518, 4531), (1518, 4872), (1518, 6911)]"
1519,"[(1519, 2948), (1519, 3957), (1519, 4788), (1519, 8826), (1519, 9099)]"
1520,"[(1520, 5089), (1520, 6216), (1520, 8993)]"
1521,"[(1521, 1771), (1521, 4859), (1521, 8333)]"
1522,"[(1522, 6454), (1522, 7793)]"
1523,"[(1523, 154), (1523, 520), (1523, 701), (1523, 1725), (1523, 2428), (1523, 3040), (1523, 3122), (1523, 7760), (1523, 8012)]"
1524,"[(1524, 2889), (1524, 3532), (1524, 5833), (1524, 7965), (1524, 8576)]"
1525,"[(1525, 400), (1525, 656), (1525, 855), (1525, 964), (1525, 2670), (1525, 3657), (1525, 6886)]"
1526,"[(1526, 311), (1526, 812), (1526, 3482), (1526, 7518)]"
1527,"[(1527, 206), (1527, 4839), (1527, 7800)]"
1528,"[(1528, 1091), (1528, 1336), (1528, 2093), (1528, 3863), (1528, 3864), (1528, 4788), (1528, 8488), (1528, 9404)]"
1529,"[(1529, 791)]"
1530,"[(1530, 472), (1530, 1644), (1530, 1724), (1530, 2971), (1530, 4442), (1530, 9503), (1530, 9962)]"
1531,"[(1531, 648), (1531, 1489), (1531, 2540), (1531, 3478), (1531, 5323)]"
1532,"[(1532, 3157), (1532, 9389)]"
1533,"[(1533, 205), (1533, 3477), (1533, 5263), (1533, 5949), (1533, 6106), (1533, 9148), (1533, 9277)]"
1534,"[(1534, 4241), (1534, 6858), (1534, 8102), (1534, 8644), (1534, 8739)]"
1535,"[(1535, 6152)]"
1536,"[(1536, 34), (1536, 626), (1536, 2454), (1536, 3773), (1536, 3838), (1536, 7988), (1536, 9372)]"
1537,"[(1537, 270), (1537, 3255), (1537, 5179), (1537, 7883), (1537, 9731)]"
1538,"[(1538, 2275), (1538, 5601), (1538, 7777), (1538, 9532)]"
1539,"[(1539, 1505), (1539, 1921), (1539, 6625), (1539, 7713)]"
1540,"[(1540, 2014), (1540, 4756), (1540, 8513), (1540, 8649)]"
1541,"[(1541, 2085), (1541, 2475), (1541, 2597), (1541, 4004), (1541, 5333), (1541, 5834), (1541, 6068), (1541, 7209), (1541, 7356)]"
1542,"[(1542, 1925), (1542, 3693), (1542, 6660), (1542, 9385), (1542, 9436)]"
1543,"[(1543, 49), (1543, 2291), (1543, 5195), (1543, 8592), (1543, 9276)]"
1544,"[(1544, 717), (1544, 4052), (1544, 9687)]"
1545,"[(1545, 232), (1545, 347), (1545, 742), (1545, 6761), (1545, 9099)]"
1546,"[(1546, 4950), (1546, 5271), (1546, 7429), (1546, 9144)]"
1547,"[(1547, 5646), (1547, 9614)]"
1548,"[(1548, 288), (1548, 1112), (1548, 1849), (1548, 4184), (1548, 5982)]"
1549,"[(1549, 989), (1549, 1304), (1549, 5793), (1549, 8943), (1549, 9082)]"
1550,"[(1550, 712), (1550, 6952), (1550, 7099)]"
1551,"[(1551, 495), (1551, 2057), (1551, 5215)]"
1552,"[(1552, 2292), (1552, 5092), (1552, 6106), (1552, 8642), (1552, 9793)]"
1553,"[(1553, 5155), (1553, 7737), (1553, 8573)]"
1554,"[(1554, 617), (1554, 878), (1554, 2123), (1554, 3433), (1554, 4323), (1554, 5898), (1554, 6001), (1554, 6092), (1554, 7933)]"
1555,"[(1555, 813), (1555, 1474), (1555, 8370), (1555, 9190), (1555, 9646)]"
1556,"[(1556, 638), (1556, 1831), (1556, 2791), (1556, 3209), (1556, 3550), (1556, 3662), (1556, 6949)]"
1557,"[(1557, 2472), (1557, 6589), (1557, 8098)]"
1558,"[(1558, 3749), (1558, 4077), (1558, 4635), (1558, 7228), (1558, 7763), (1558, 9191), (1558, 9669)]"
1559,"[(1559, 3838), (1559, 5533), (1559, 7009), (1559, 7783)]"
1560,"[(1560, 2620), (1560, 3687), (1560, 5241)]"
1561,"[(1561, 2101), (1561, 2174), (1561, 2471), (1561, 7596), (1561, 9471)]"
1562,"[(1562, 1827), (1562, 7789)]"
1563,"[(1563, 4015), (1563, 4987), (1563, 7631)]"
1564,"[(1564, 1280), (1564, 3411), (1564, 4559), (1564, 5085)]"
1565,"[(1565, 1968), (1565, 2906), (1565, 3455), (1565, 3640), (1565, 6839), (1565, 9262)]"
1566,"[(1566, 309), (1566, 2428), (1566, 3128), (1566, 3557), (1566, 4221), (1566, 4243), (1566, 7199), (1566, 7554), (1566, 9244), (1566, 9277), (1566, 9953)]"
1567,"[(1567, 7183)]"
1568,"[(1568, 856), (1568, 1652), (1568, 3713), (1568, 5111)]"
1569,"[(1569, 3710), (1569, 4080), (1569, 9883)]"
1570,"[(1570, 3130), (1570, 7127), (1570, 8408)]"
1571,"[(1571, 1435), (1571, 2260), (1571, 2607), (1571, 3775), (1571, 3943), (1571, 5052), (1571, 7031), (1571, 7038), (1571, 7933), (1571, 9409), (1571, 9754), (1571, 9955)]"
1572,"[(1572, 2943), (1572, 4619), (1572, 6334)]"
1573,"[(1573, 3871), (1573, 4437), (1573, 5218), (1573, 5889), (1573, 7003)]"
1574,"[(1574, 137), (1574, 5162), (1574, 7222), (1574, 8103), (1574, 9335)]"
1575,"[(1575, 379), (1575, 2768), (1575, 3862), (1575, 7939), (1575, 8069), (1575, 8601), (1575, 8696)]"
1576,"[(1576, 24), (1576, 1109), (1576, 1869), (1576, 2659), (1576, 3749), (1576, 4450), (1576, 7578), (1576, 8292), (1576, 9160), (1576, 9849)]"
1577,"[(1577, 5895), (1577, 7062), (1577, 7708), (1577, 9214)]"
1578,"[(1578, 2799), (1578, 2975), (1578, 3206), (1578, 4950), (1578, 9510)]"
1579,"[(1579, 6484), (1579, 7796), (1579, 8928)]"
1580,"[(1580, 1342), (1580, 2812), (1580, 5050), (1580, 5084), (1580, 8212)]"
1581,"[(1581, 464), (1581, 1268), (1581, 2174), (1581, 8117), (1581, 9528), (1581, 9726)]"
1582,"[(1582, 2274), (1582, 3699), (1582, 4511), (1582, 4957), (1582, 6278)]"
1583,"[(1583, 1510), (1583, 5219), (1583, 6706)]"
1584,"[(1584, 4), (1584, 3651), (1584, 3671)]"
1585,"[(1585, 2646), (1585, 3483), (1585, 7072), (1585, 8929)]"
1586,"[(1586, 2828)]"
1587,"[(1587, 1194), (1587, 1400), (1587, 2273), (1587, 2388), (1587, 6660), (1587, 8610), (1587, 9473)]"
1588,"[(1588, 1478), (1588, 1489), (1588, 2681), (1588, 4674), (1588, 6064), (1588, 6567), (1588, 7515)]"
1589,"[(1589, 544), (1589, 1147), (1589, 3093), (1589, 3665), (1589, 5779), (1589, 7484), (1589, 7895)]"
1590,"[(1590, 1981), (1590, 4763), (1590, 7505)]"
1591,"[(1591, 1880), (1591, 2845), (1591, 8609), (1591, 8777)]"
1592,"[(1592, 6332)]"
1593,"[(1593, 3224), (1593, 5567), (1593, 6111), (1593, 7445), (1593, 8650)]"
1594,"[(1594, 1236), (1594, 2242), (1594, 3649), (1594, 4606), (1594, 5013), (1594, 5942), (1594, 9452)]"
1595,"[(1595, 4989), (1595, 8713)]"
1596,"[(1596, 1439), (1596, 7275), (1596, 7884), (1596, 8505), (1596, 8666), (1596, 8989)]"
1597,"[(1597, 147), (1597, 387), (1597, 6887), (1597, 8718), (1597, 9494)]"
1598,"[(1598, 475), (1598, 3639), (1598, 4637), (1598, 5939), (1598, 6397), (1598, 6503), (1598, 6756), (1598, 8907)]"
1599,"[(1599, 963), (1599, 5709), (1599, 6712), (1599, 6970)]"
1600,"[(1600, 1450), (1600, 1870), (1600, 3421), (1600, 7449), (1600, 8750)]"
1601,"[(1601, 2491), (1601, 5959), (1601, 7914), (1601, 8995), (1601, 9594)]"
1602,"[(1602, 529), (1602, 2745), (1602, 3876), (1602, 4441), (1602, 5521), (1602, 5847), (1602, 7080)]"
1603,"[(1603, 346), (1603, 3324), (1603, 4974)]"
1604,"[(1604, 1399), (1604, 2036), (1604, 9314)]"
1605,"[(1605, 434), (1605, 3058), (1605, 7718)]"
1606,"[(1606, 1161), (1606, 1672), (1606, 2830), (1606, 7544), (1606, 8211), (1606, 9855)]"
1607,"[(1607, 430), (1607, 4831)]"
1608,"[(1608, 1344), (1608, 2705), (1608, 4245), (1608, 8930), (1608, 9011)]"
1609,"[(1609, 675), (1609, 2502), (1609, 5319), (1609, 5808), (1609, 5853), (1609, 6221), (1609, 8475)]"
1610,"[(1610, 2655), (1610, 3294), (1610, 3383), (1610, 5162), (1610, 6323), (1610, 7834)]"
1611,"[(1611, 1742), (1611, 3239), (1611, 5292), (1611, 5419), (1611, 6030), (1611, 9444)]"
1612,"[(1612, 1446), (1612, 5735), (1612, 7923), (1612, 8894)]"
1613,"[(1613, 930), (1613, 3358), (1613, 5787), (1613, 8808)]"
1614,"[(1614, 396), (1614, 1978), (1614, 3425), (1614, 3514), (1614, 3622), (1614, 8442), (1614, 8871), (1614, 9881)]"
1615,"[(1615, 2758), (1615, 5222), (1615, 5335), (1615, 6174), (1615, 6818)]"
1616,"[(1616, 2352), (1616, 2705), (1616, 3889), (1616, 5054), (1616, 6216), (1616, 7151), (1616, 7883)]"
1617,"[(1617, 4690), (1617, 6635), (1617, 7663), (1617, 8785)]"
1618,"[(1618, 227), (1618, 434), (1618, 649), (1618, 1663), (1618, 3894), (1618, 5104), (1618, 8158), (1618, 9201)]"
1619,"[(1619, 4937), (1619, 4938), (1619, 6028), (1619, 7738)]"
1620,"[(1620, 7192), (1620, 7461), (1620, 7546), (1620, 8843)]"
1621,"[(1621, 1060), (1621, 2671), (1621, 3839), (1621, 4582), (1621, 4939), (1621, 5309), (1621, 6435), (1621, 8136)]"
1622,"[(1622, 1738), (1622, 2911), (1622, 5536), (1622, 7096), (1622, 7540), (1622, 8503)]"
1623,"[(1623, 4015), (1623, 7293), (1623, 7413)]"
1624,"[(1624, 3992), (1624, 4441), (1624, 4591)]"
1625,"[(1625, 1012), (1625, 6646), (1625, 8011), (1625, 8533), (1625, 9285), (1625, 9286)]"
1626,"[(1626, 2000), (1626, 4857), (1626, 6568)]"
1627,"[(1627, 833), (1627, 1328), (1627, 1909), (1627, 2227), (1627, 2959), (1627, 4401), (1627, 5843), (1627, 6723), (1627, 6853), (1627, 8912), (1627, 9590), (1627, 9901)]"
1628,"[(1628, 4531)]"
1629,"[(1629, 1836), (1629, 4945), (1629, 5338)]"
1630,"[(1630, 568), (1630, 2432), (1630, 8293)]"
1631,"[(1631, 4475)]"
1632,"[(1632, 1644), (1632, 5543), (1632, 6226), (1632, 7907), (1632, 9114)]"
1633,"[(1633, 1760), (1633, 2619), (1633, 3823), (1633, 4287), (1633, 5652), (1633, 8214), (1633, 8704), (1633, 9498)]"
1634,"[(1634, 1002), (1634, 6116), (1634, 7091)]"
1635,"[(1635, 591), (1635, 4474), (1635, 5192), (1635, 5896), (1635, 9348)]"
1636,"[(1636, 2332), (1636, 2867), (1636, 7743), (1636, 9565)]"
1637,"[(1637, 497), (1637, 1187), (1637, 5023), (1637, 5301), (1637, 7888), (1637, 8766), (1637, 9881)]"
1638,"[(1638, 402), (1638, 3891), (1638, 7822), (1638, 8620), (1638, 8799)]"
1639,"[(1639, 421), (1639, 1141), (1639, 3186)]"
1640,"[(1640, 3734), (1640, 3762), (1640, 7964), (1640, 8855), (1640, 9535)]"
1641,"[(1641, 1727), (1641, 2736)]"
1642,"[(1642, 8578)]"
1643,"[(1643, 47), (1643, 2553), (1643, 7855), (1643, 8233)]"
1644,"[(1644, 1530), (1644, 1632), (1644, 3415), (1644, 4283), (1644, 5061), (1644, 5461), (1644, 7731), (1644, 9316)]"
1645,"[(1645, 4250), (1645, 4271), (1645, 7120), (1645, 8741)]"
1646,"[(1646, 2057), (1646, 4707), (1646, 4924), (1646, 5773), (1646, 8871)]"
1647,"[(1647, 203), (1647, 237), (1647, 1092), (1647, 7538), (1647, 8251)]"
1648,"[(1648, 1279), (1648, 2615), (1648, 2905), (1648, 5155), (1648, 6832), (1648, 8252), (1648, 8875)]"
1649,"[(1649, 2703), (1649, 2849), (1649, 4730), (1649, 5864), (1649, 6342)]"
1650,"[(1650, 4556), (1650, 6822), (1650, 8361)]"
1651,"[(1651, 1970), (1651, 2086), (1651, 2142), (1651, 4262), (1651, 4365), (1651, 7082), (1651, 8091), (1651, 8645)]"
1652,"[(1652, 945), (1652, 1568), (1652, 2029), (1652, 6765), (1652, 8321), (1652, 8483), (1652, 9577), (1652, 9986)]"
1653,"[(1653, 1478), (1653, 6743), (1653, 7712)]"
1654,"[(1654, 2261), (1654, 5490), (1654, 6009)]"
1655,"[(1655, 2847), (1655, 8382)]"
1656,"[(1656, 932), (1656, 1016), (1656, 1033), (1656, 1953), (1656, 2068), (1656, 2088), (1656, 2293), (1656, 2527), (1656, 4006), (1656, 6836), (1656, 8394)]"
1657,"[(1657, 2609), (1657, 8366)]"
1658,"[(1658, 6135), (1658, 9782)]"
1659,"[(1659, 9284)]"
1660,"[(1660, 1845), (1660, 2909), (1660, 3339), (1660, 3665), (1660, 3770), (1660, 4285), (1660, 6283), (1660, 7179), (1660, 7858), (1660, 8893), (1660, 8978)]"
1661,"[(1661, 5962), (1661, 7881), (1661, 9716)]"
1662,"[(1662, 1359), (1662, 3190), (1662, 3318), (1662, 9546)]"
1663,"[(1663, 495), (1663, 1618), (1663, 3666), (1663, 6314), (1663, 9458)]"
1664,"[(1664, 2497), (1664, 2510), (1664, 3585), (1664, 3849), (1664, 4474), (1664, 6287), (1664, 7922), (1664, 8945), (1664, 9208)]"
1665,"[(1665, 1333), (1665, 2437), (1665, 4251), (1665, 6020)]"
1666,"[(1666, 4125), (1666, 4677), (1666, 5450)]"
1667,"[(1667, 1861), (1667, 2813), (1667, 8865), (1667, 9452), (1667, 9952)]"
1668,"[(1668, 1509), (1668, 5955), (1668, 6108), (1668, 8566)]"
1669,"[(1669, 324), (1669, 991), (1669, 2316), (1669, 3321), (1669, 4540), (1669, 6158)]"
1670,"[(1670, 850), (1670, 1420), (1670, 1502), (1670, 3125), (1670, 4527), (1670, 8089), (1670, 8124), (1670, 8201)]"
1671,"[(1671, 1233), (1671, 2494), (1671, 4366), (1671, 7140)]"
1672,"[(1672, 1470), (1672, 1606), (1672, 1757), (1672, 2075), (1672, 4788), (1672, 5182), (1672, 5715), (1672, 7452), (1672, 9826)]"
1673,"[(1673, 772), (1673, 1696), (1673, 1735), (1673, 4352), (1673, 9883)]"
1674,"[(1674, 1794), (1674, 7994), (1674, 8099), (1674, 8251), (1674, 9879), (1674, 9940)]"
1675,"[(1675, 2217), (1675, 4331), (1675, 5486), (1675, 5877), (1675, 8290), (1675, 8570), (1675, 9305)]"
1676,"[(1676, 562), (1676, 2476), (1676, 3042)]"
1677,"[(1677, 8357), (1677, 8698), (1677, 9033)]"
1678,"[(1678, 1843), (1678, 2207), (1678, 5677), (1678, 6539), (1678, 8284), (1678, 9801)]"
1679,"[(1679, 3954), (1679, 5346), (1679, 5369), (1679, 7151), (1679, 7787)]"
1680,"[(1680, 1426), (1680, 3474), (1680, 4878)]"
1681,"[(1681, 5122), (1681, 5169), (1681, 8082), (1681, 9756)]"
1682,"[(1682, 1301), (1682, 1494), (1682, 6498), (1682, 6989), (1682, 9446)]"
1683,"[(1683, 7984)]"
1684,"[(1684, 959), (1684, 2936), (1684, 3930), (1684, 4137), (1684, 6794), (1684, 7147), (1684, 8674)]"
1685,"[(1685, 2258), (1685, 3672), (1685, 4493), (1685, 5553), (1685, 7438), (1685, 8659)]"
1686,"[(1686, 970), (1686, 1946), (1686, 2535), (1686, 3422), (1686, 3837), (1686, 6316), (1686, 8095), (1686, 8918), (1686, 9037), (1686, 9180)]"
1687,"[(1687, 629), (1687, 3711), (1687, 7056)]"
1688,"[(1688, 3750), (1688, 4906), (1688, 5739), (1688, 6293), (1688, 6530), (1688, 8160), (1688, 9865)]"
1689,"[(1689, 2000), (1689, 4176), (1689, 6094), (1689, 6183), (1689, 7674), (1689, 8458), (1689, 8510)]"
1690,"[(1690, 2717), (1690, 5013), (1690, 7439), (1690, 8694), (1690, 8717)]"
1691,"[(1691, 340), (1691, 820), (1691, 943), (1691, 3241), (1691, 8116)]"
1692,"[(1692, 1813)]"
1693,"[(1693, 3065), (1693, 6555), (1693, 6586)]"
1694,"[(1694, 1275), (1694, 3611)]"
1695,"[(1695, 4587), (1695, 6259), (1695, 6607), (1695, 6679), (1695, 6980), (1695, 7150), (1695, 7646)]"
1696,"[(1696, 1673), (1696, 3382), (1696, 3676), (1696, 3838), (1696, 4795), (1696, 5261)]"
1697,"[(1697, 3049), (1697, 8128), (1697, 9807)]"
1698,"[(1698, 2630), (1698, 4950), (1698, 7756)]"
1699,"[(1699, 198), (1699, 735), (1699, 2091), (1699, 3743), (1699, 5974)]"
1700,"[(1700, 2208), (1700, 3130), (1700, 4134), (1700, 6925), (1700, 8556), (1700, 8702)]"
1701,"[(1701, 130), (1701, 2151), (1701, 2369), (1701, 3021), (1701, 6922), (1701, 9258)]"
1702,"[(1702, 2624), (1702, 3442), (1702, 3862), (1702, 6107)]"
1703,"[(1703, 3206), (1703, 4776), (1703, 7647)]"
1704,"[(1704, 2784), (1704, 5649), (1704, 8230), (1704, 9227)]"
1705,"[(1705, 588), (1705, 3479), (1705, 3608), (1705, 4866), (1705, 7891)]"
1706,"[(1706, 886), (1706, 1329), (1706, 4518)]"
1707,"[(1707, 1787), (1707, 3112), (1707, 3207), (1707, 3838), (1707, 5171), (1707, 6654), (1707, 7581)]"
1708,"[(1708, 3669), (1708, 4378), (1708, 5329), (1708, 6994)]"
1709,"[(1709, 5868), (1709, 8099)]"
1710,"[(1710, 148), (1710, 1450), (1710, 7100), (1710, 8743), (1710, 9361)]"
1711,"[(1711, 4069), (1711, 4818), (1711, 5623), (1711, 7456), (1711, 7983)]"
1712,"[(1712, 744), (1712, 1013), (1712, 1487), (1712, 8272), (1712, 8488)]"
1713,"[(1713, 336), (1713, 1933), (1713, 2459), (1713, 5131)]"
1714,"[(1714, 2366), (1714, 2419), (1714, 4035), (1714, 7255), (1714, 7784), (1714, 9027), (1714, 9162)]"
1715,"[(1715, 820), (1715, 2360), (1715, 3208), (1715, 4702), (1715, 6650), (1715, 8330), (1715, 9034), (1715, 9757)]"
1716,[]
1717,"[(1717, 950), (1717, 2684), (1717, 2904), (1717, 3480), (1717, 5212), (1717, 5675), (1717, 9211)]"
1718,"[(1718, 2171), (1718, 3215), (1718, 4516), (1718, 4746)]"
1719,"[(1719, 214), (1719, 557), (1719, 736), (1719, 2714), (1719, 3911), (1719, 9287), (1719, 9401), (1719, 9491)]"
1720,"[(1720, 653), (1720, 1275), (1720, 2445), (1720, 3411), (1720, 5958), (1720, 7229), (1720, 8915)]"
